time,max,min
2021-03-27,19.9,17.9
2021-03-28,21.45,17.25
2021-03-29,24.2,19.85
2021-03-30,22.95,18.95
2021-03-31,19.05,17.25
2021-04-01,13.95,12.5
2021-04-02,15.25,14.5
2021-04-03,15.55,14.1
2021-04-04,15.799999999999999,15.15
2021-04-05,19.75,18.25
2021-04-06,21.65,19.450000000000003
2021-04-07,23.049999999999997,22.2
2021-04-08,25.500000500000002,23.75
2021-04-09,26.8000005,23.799999999999997
2021-04-10,26.2000005,24.4
2021-04-11,21.4,18.5
2021-04-12,17.8,15.299999999999999
2021-04-13,18.049999999999997,16.9
2021-04-14,18.1,17.200000000000003
2021-04-15,19.65,16.45
2021-04-16,19.450000000000003,17.6
2021-04-17,20.450000000000003,17.95
2021-04-18,19.450000000000003,17.6
2021-04-19,19.950000000000003,17.299999999999997
2021-04-20,22.0,18.9
2021-04-21,21.65,20.25
2021-04-22,21.450000000000003,19.4
2021-04-23,23.7,20.1
2021-04-24,22.2,18.65
2021-04-25,19.15,18.25
2021-04-26,18.950000000000003,18.15
2021-04-27,19.85,18.0
2021-04-28,21.1,18.700000000000003
2021-04-29,24.85,18.65
2021-04-30,28.05,21.15
2021-05-01,10.2,8.8
2021-05-02,12.9,11.8
2021-05-03,14.8,14.1
2021-05-04,15.2,14.6
2021-05-05,25.7,21.7
2021-05-06,27.9,23.4
2021-05-07,31.9,28.7
2021-05-08,33.600001,31.3
2021-05-09,33.3,30.4
2021-05-10,34.500001,30.9
2021-05-11,21.8,21.2
2021-05-12,17.0,14.4
2021-05-13,26.0,24.4
2021-05-14,29.7,25.1
2021-05-15,32.0,27.7
2021-05-16,28.5,22.9
2021-05-17,22.9,20.9
2021-05-18,21.3,20.3
2021-05-19,21.3,20.4
2021-05-20,21.9,20.2
2021-05-21,21.6,20.6
2021-05-22,21.6,21.2
2021-05-23,21.7,20.8
2021-05-24,24.1,20.7
2021-05-25,24.1,22.4
2021-05-26,25.0,22.8
2021-05-27,25.2,22.6
2021-05-28,24.5,23.3
2021-05-29,23.3,22.6
2021-05-30,24.5,22.4
2021-05-31,27.0,23.0
2021-06-01,9.0,7.3
2021-06-02,15.0,11.8
2021-06-03,14.6,11.6
2021-06-04,17.0,15.0
2021-06-05,24.4,22.7
2021-06-06,28.6,25.3
2021-06-07,33.600001,30.5
2021-06-08,33.2,30.2
2021-06-09,30.7,27.7
2021-06-10,31.0,25.1
2021-06-11,21.5,21.0
2021-06-12,17.8,14.0
